keywords,label,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08
NewSpace,term,0,5,0,3,0,1,0,8,0,0,2,1,1,1,1,1,18,1,2,3,0,1,0,0,0,3,0,2,5,0,0,5,0,1,0,3,0,3,1,0,3,0,0,2,0,1,1,1,0,0,2,2,0,1,0,4,1,4,4,1,2,1,0,1,6,0,1,1,0,3,0,0,0,0,2,0,8,3,0,2
No,term,0,0,5,1,0,1,1,1,0,0,2,0,2,1,2,2,1,3,2,4,3,4,0,0,0,2,6,0,1,0,0,1,2,5,3,1,2,1,5,1,1,2,1,1,2,3,2,0,2,2,2,0,0,0,1,1,1,1,2,3,0,1,1,4,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,0
North America,loc,4,1,9,2,3,5,8,5,0,2,2,4,6,1,3,3,5,0,5,1,2,1,0,2,1,5,0,1,1,0,4,4,1,2,0,0,2,6,4,1,1,2,2,3,1,2,1,1,0,0,4,0,2,2,3,4,0,1,1,1,2,0,1,1,7,1,0,4,1,2,3,2,0,4,3,9,2,0,6,0
North Korea,loc,0,2,12,0,3,8,3,34,3,10,0,3,4,0,0,4,1,3,1,4,0,2,2,1,2,1,0,1,0,0,4,0,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,1,5,4,0,1,1,0,0,0,0,4,1,2,1,4,0,0,0
Northrop,com,0,0,0,0,0,0,0,1,8,2,0,0,4,1,1,3,8,5,3,0,1,2,0,2,2,0,0,3,3,1,16,0,17,15,3,4,1,4,4,10,2,4,0,0,3,4,4,16,0,4,0,3,1,0,3,1,3,0,3,2,1,5,5,1,0,1,5,5,2,6,6,2,1,0,7,1,3,4,7,0
Northrop Grumman,com,2,2,1,2,4,0,2,3,18,3,7,0,12,17,8,6,22,30,24,20,21,25,8,5,28,9,16,44,46,15,37,30,35,47,18,49,20,47,43,25,18,49,22,46,32,18,12,17,22,22,21,14,13,18,22,37,24,6,22,19,13,25,32,24,9,25,30,20,14,23,36,20,13,7,15,28,28,27,21,1
Norway,loc,0,0,0,1,0,3,1,1,1,2,4,1,0,2,3,3,0,0,0,2,2,1,0,0,3,0,2,4,0,2,2,2,5,1,1,0,1,0,0,3,1,0,0,2,0,5,0,1,0,0,1,0,3,3,2,2,1,2,1,0,5,4,4,1,15,1,1,1,0,0,2,0,3,2,1,3,0,1,0,0
Not,term,0,1,1,0,2,0,1,2,1,1,1,2,0,1,0,2,7,5,6,8,8,8,1,0,1,1,0,2,2,0,0,2,2,6,0,1,0,2,4,2,2,1,1,0,0,0,2,2,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,2,1,3,0,0
O3b,satellite,0,0,6,5,2,1,2,5,9,2,0,0,2,7,13,0,3,9,0,4,2,16,0,0,1,1,1,8,0,0,0,0,5,2,3,1,0,0,3,0,3,0,0,4,3,1,0,0,1,2,0,1,2,0,0,0,0,3,3,0,3,0,1,1,1,1,0,0,0,2,6,6,0,0,0,4,2,2,1,0
OCX,term,0,0,0,8,3,0,3,2,1,0,5,6,0,0,0,15,0,1,0,1,11,0,0,2,7,0,5,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,9,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,3,0,0,2,2,0,3,0,0
OHB,com,12,1,14,0,0,2,5,0,0,13,0,7,0,0,1,0,1,7,0,1,0,5,4,0,2,4,4,3,2,0,1,4,0,0,20,1,3,0,10,0,10,0,5,9,2,0,0,0,13,0,0,0,2,6,0,0,0,9,2,1,1,1,0,1,1,0,0,0,3,0,0,1,0,2,0,2,6,4,11,3
OPIR,term,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,1,0,4,2,2,0,0,5,0,8,3,6,5,15,3,0,2,0,0,1,0,2,2,5,3,0,1,3,2,0,0,2,4,2,2,0,3,0,4,1,1,0,0,0,0,2,0,0,0,1,0,4,1,1,0,0,0,0,0,3,6,0,0
Office of Space Commerce,org,0,0,0,0,1,6,1,1,1,0,0,0,2,6,4,5,5,5,1,5,0,2,0,3,1,1,0,4,2,0,0,0,1,1,3,5,4,4,0,0,2,3,3,2,6,6,15,9,3,0,6,2,2,3,4,1,1,4,7,1,0,4,4,5,5,7,6,3,8,1,4,7,6,4,3,5,0,5,5,0
OmegA,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,0,0,1,10,0,0,2,0,2,16,15,0,0,1,0,10,0,29,2,7,0,4,0,3,0,12,12,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OneSpace,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,7,5,0,0,4,1,15,8,4,0,5,4,0,2,1,4,4,0,0,1,0,0,1,2,1,1,2,2,0,3,2,2,0,0,1,1,0,2,0,1,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0
OneWeb,com,5,59,37,8,8,65,26,7,31,24,13,5,19,26,64,11,23,1,19,19,28,26,11,24,42,51,98,17,16,19,45,47,70,9,57,9,35,43,52,107,57,8,79,34,44,25,29,35,24,4,37,71,68,17,46,54,81,55,38,55,31,43,95,41,37,44,49,26,64,65,14,36,13,32,44,7,44,14,20,2
OneWeb Satellites,com,0,0,10,0,0,1,0,0,7,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,1,3,3,0,0,0,7,0,0,0,1,0,0,5,1,11,1,0,12,12,3,3,0,2,0,1,1,0,0,1,0,0,2,0,1,0,2,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
Orbcomm,com,1,0,0,0,0,11,0,31,0,2,14,0,1,0,1,0,5,0,0,1,2,4,0,1,4,0,1,10,0,1,2,0,0,1,0,0,0,1,6,5,0,0,0,7,0,1,0,0,0,0,0,22,9,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orbex,com,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,7,0,0,0,0,0,1,0,0,5,0,4,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,10,0,0,11,8,0,1,0,0,6,13,1,0,1
Orbit Fab,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,6,0,0,0,0,1,3,0,10,0,0,6,0,0,5,3,0,3,15,9,2,0,11,4,8,2,0,1,9,16,2,7,1,0,0,2,2,11,5,8,0,1
Orbital ATK,com,14,25,43,35,6,31,26,35,45,19,35,20,35,33,16,24,22,26,8,8,9,5,0,2,9,3,0,10,3,0,12,1,2,3,0,5,0,0,4,1,2,1,0,1,0,0,1,13,0,6,0,0,0,0,0,2,3,0,0,0,1,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Orion,satellite,4,66,14,21,12,17,11,2,1,21,26,5,4,1,8,13,5,10,6,2,2,26,0,3,3,1,46,28,20,26,43,26,23,18,7,9,2,1,28,7,19,11,18,3,5,7,2,9,5,13,10,5,9,4,5,6,0,13,17,8,9,8,6,1,2,6,8,43,14,3,59,43,5,12,5,15,3,1,6,1
Outer Space Treaty,term,0,0,3,3,11,13,1,1,0,0,3,2,3,2,0,5,1,3,13,0,0,2,0,2,0,1,2,0,0,1,0,1,1,3,1,0,0,0,1,6,2,0,1,1,5,3,0,2,0,2,2,1,2,5,0,3,1,0,1,3,0,1,0,3,2,1,1,4,3,2,0,1,0,3,0,0,1,4,17,0
Ovzon,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,1,6,0,0,10,3,0,16,5,0,0,0,0,0,2,0,0,0,0,8,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,7,0,0,0,0,0,5,7,0,1,10,0,0
PLD Space,com,13,1,0,0,0,0,0,0,0,3,0,0,6,4,0,0,0,12,0,10,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,7,7,0,0
PSLV,rocket,4,7,2,1,0,16,3,19,0,10,0,3,7,4,5,1,2,1,1,3,4,1,8,9,0,2,8,3,1,0,0,4,1,1,3,0,1,9,2,0,2,0,1,1,0,0,3,2,1,2,0,1,1,1,0,0,1,2,0,0,2,1,1,1,0,0,2,1,1,0,4,0,0,2,0,0,0,0,2,0
Pacific Ocean,loc,2,1,2,0,2,3,1,2,0,1,1,2,1,0,1,3,3,1,1,2,1,1,1,4,2,0,0,0,0,0,1,4,0,0,0,1,0,1,0,2,0,0,0,0,0,0,5,0,0,1,2,0,5,3,0,2,2,0,2,1,2,5,1,0,1,0,2,2,1,1,7,6,2,0,0,1,1,0,0,0
Pence,term,0,0,11,0,1,8,4,2,0,7,0,0,2,2,1,15,0,4,0,13,0,11,0,2,0,0,5,9,6,1,1,6,0,8,0,0,2,1,3,0,5,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pentagon,org,10,14,10,4,12,12,16,6,8,27,30,41,77,42,70,52,55,80,51,65,67,75,40,61,79,54,91,65,33,22,27,13,17,19,4,12,23,21,37,35,29,18,23,28,13,10,19,29,26,15,10,18,16,11,6,23,17,13,6,15,8,13,16,18,5,12,17,7,10,25,16,11,16,10,16,17,7,13,19,0
Perseverance,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,18,0,0,0,1,4,2,30,9,19,0,2,1,3,2,0,1,0,0,3,8,0,2,3,5,0,0,6,0,6,0,0,0,2,0,1,0,0
Photon,satellite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,2,8,2,3,2,1,0,0,13,1,0,1,3,4,6,0,0,4,0,17,3,2,1,0,0,1,0,1,2,6,2,2,1,1,0,0,0,1,1,0,0,0,0,0
Planet,com,18,29,16,27,5,16,41,11,20,12,19,19,16,19,1,11,19,11,13,10,3,14,17,52,4,9,9,28,2,30,12,11,5,16,13,6,8,3,13,9,15,26,7,17,7,20,6,4,3,6,1,6,5,8,22,25,17,38,17,22,6,7,3,17,10,23,4,1,8,0,2,2,4,4,20,7,16,5,2,1
Proton,rocket,15,20,23,5,14,20,12,8,11,25,0,9,3,1,5,12,0,11,7,8,3,1,0,0,0,1,3,10,3,1,4,2,8,10,0,5,1,3,9,0,2,0,6,1,0,0,1,0,0,0,0,0,0,0,2,1,1,5,0,2,7,2,4,2,1,1,1,0,0,2,0,1,0,2,0,0,0,0,0,0
Psyche,satellite,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,5,0,0,0,0,0,1,9,0,0,0,0,2,3,1,0,4,0,3,0,0,0,0,0,0,0,0,6,29,0,1,0,4,16,0,5,7,9,1,1,11,16,0
RF,term,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,4,2,0,0,1,0,1,0,2,2,4,0,6,0,0,0,2,0,0,0,0,4,1,1,0,0,1,0,2,3,0,1,10,0,1,1,2,0,8,2,4,10,2,4,4,0,2,2,6,10,2,3,7,8,2,5,9,4,2,15,0
RSGS,term,15,25,4,13,0,10,5,0,0,0,7,0,1,1,0,1,0,1,0,19,0,0,0,0,25,12,8,5,1,0,12,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Raytheon,com,1,2,0,8,0,1,6,3,0,7,3,3,1,1,0,18,5,0,0,3,7,11,1,2,8,2,4,4,21,6,3,0,1,2,0,1,8,0,20,1,10,18,3,2,2,0,6,17,7,16,3,3,11,11,1,18,3,4,3,7,2,2,4,1,10,1,2,4,0,3,2,1,9,1,6,12,7,8,0,0
Redwire,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,1,13,0,6,8,18,23,6,0,1,1,12,12,3,16,4,0,3,0,7,7,9,0,3,11,14,1,7,0,1,4,9,12,5,1,5
Relativity,com,0,0,0,0,0,1,0,0,0,0,0,9,0,0,16,0,0,0,1,6,3,0,0,0,7,14,0,18,11,14,1,0,8,8,1,1,0,5,0,2,6,6,0,1,7,0,4,5,3,0,8,0,0,24,0,5,3,0,0,1,4,4,0,0,0,0,9,7,3,3,0,0,0,4,19,20,3,0,0,0
Relativity Space,com,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,5,1,0,0,1,0,0,0,0,0,3,0,2,0,2,7,0,1,2,2,1,2,3,1,1,1,2,3,1,2,3,1,2,8,4,3,0,10,8,1,1,0,2,4,4,2,3,0,2,3,5,2,0,3,0,3,7,5,5,0,0,0
Republican,term,3,3,1,1,0,2,0,0,1,1,7,4,8,2,3,8,1,1,1,0,1,0,10,0,1,5,1,1,2,1,4,0,0,0,1,1,2,1,2,0,0,1,3,2,0,0,3,2,3,2,1,3,0,0,0,0,5,0,0,0,3,0,0,1,1,0,1,0,0,1,0,2,2,0,1,0,3,1,0,0
Rocket Lab,com,7,13,13,0,32,6,7,11,6,3,8,17,21,6,4,20,11,11,22,24,13,24,22,8,10,5,19,30,13,16,17,21,7,25,8,22,21,33,31,39,8,17,27,46,12,20,42,18,23,10,75,13,26,29,17,87,44,29,35,34,7,31,22,22,23,14,27,24,15,21,38,30,19,19,34,25,27,15,31,10
Roscosmos,com,18,11,6,12,5,7,9,1,5,13,5,9,4,1,9,9,5,19,7,4,19,53,10,12,17,16,7,16,2,2,0,9,8,7,10,3,0,3,21,6,9,9,3,7,2,17,5,2,11,15,26,24,18,5,6,9,3,14,11,16,7,17,30,18,8,2,50,16,3,9,0,22,11,31,16,9,0,0,14,1
Russia,loc,9,21,9,20,28,11,45,26,17,46,14,43,20,36,16,43,11,33,18,28,33,39,18,18,53,17,18,42,9,8,11,18,22,24,14,14,20,18,21,19,11,13,20,13,4,18,16,14,20,29,17,47,15,26,9,26,10,14,82,47,31,90,177,160,86,28,59,67,40,43,18,27,34,23,25,29,7,6,59,1
Russian,loc,16,23,21,7,35,30,32,26,17,34,20,28,20,10,21,28,15,31,20,21,29,62,10,18,30,21,10,39,10,8,7,14,11,15,19,11,10,19,32,15,16,17,6,18,7,10,5,6,18,19,17,36,21,17,16,28,15,19,45,30,18,51,125,113,36,17,38,28,19,20,9,34,18,24,18,21,8,5,16,0
Russians,loc,1,0,1,1,0,2,1,0,0,4,0,4,4,4,2,4,1,0,0,3,2,5,1,0,2,1,0,4,0,1,5,1,0,0,1,0,0,0,2,0,1,1,1,0,0,1,0,1,0,1,2,0,1,0,0,3,1,1,8,2,0,6,9,6,3,0,1,0,0,2,0,2,2,1,2,3,1,0,4,0
S-band,term,1,0,0,0,1,2,8,3,1,0,0,0,0,2,2,3,2,0,1,2,2,0,3,0,0,0,0,0,0,0,0,1,0,3,9,5,0,2,1,1,1,0,0,0,0,0,2,2,0,1,2,6,0,10,0,8,2,0,2,0,0,0,0,1,2,2,1,0,0,1,1,0,2,6,1,4,1,0,0,0
SAR,term,0,0,1,0,0,9,0,16,0,4,5,4,7,3,0,10,34,0,0,15,9,2,0,1,0,4,0,0,0,15,0,18,12,18,15,12,2,4,16,7,11,6,0,2,29,5,8,10,12,12,6,12,2,9,1,1,13,30,12,12,10,11,24,23,6,1,4,12,9,3,0,0,10,12,8,10,14,5,0,2
SBIR,term,0,0,0,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,0,0,0,3,15,24,0,1,6,6,1,0,0,1,4,0,0,3,0,2,5,2,0,3,2,1,0,4,6,3,0,0,3,5,1,0,1,2,0,0,8,4,0,1,2,0,0,0,4,0
SBIRS,satellite,16,0,9,0,9,0,0,4,0,10,12,3,17,31,15,12,8,4,0,4,0,0,1,0,12,12,6,6,0,5,6,0,0,0,0,0,5,2,3,2,0,0,0,0,3,0,0,4,0,6,2,0,1,5,1,8,1,0,0,0,0,5,1,0,0,0,3,4,6,2,1,0,0,0,0,0,0,1,0,0
SDA,org,0,0,7,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,1,0,13,10,15,12,4,30,37,112,34,81,74,26,48,59,11,10,14,7,27,14,22,57,5,11,16,32,11,4,14,17,45,41,11,37,6,55,21,36,24,50,25,39,31,32,14,20,10,31,29,39,9,17,15,20,28,27,48,23,7,7
SES,com,9,3,48,17,20,42,40,32,27,17,28,21,40,40,24,0,24,61,27,5,19,55,4,17,7,13,12,11,12,1,5,6,46,34,9,9,11,55,32,3,33,52,18,52,17,20,6,0,3,17,9,4,21,22,4,25,13,11,26,14,12,11,24,12,16,13,3,29,18,35,29,16,9,1,16,31,14,40,5,0
SLS,satellite,4,84,12,20,31,11,7,18,3,10,38,9,4,16,14,17,9,7,25,10,0,46,4,2,0,1,114,34,21,24,19,38,13,17,27,38,5,8,35,6,17,13,20,28,8,5,6,36,28,28,26,8,8,1,36,3,6,8,34,12,11,9,15,32,14,13,12,36,34,18,37,34,11,51,5,7,11,0,0,0
SMC,org,0,2,6,2,4,3,1,0,0,0,0,3,1,13,5,19,9,28,2,13,9,10,36,9,10,17,10,36,10,22,4,32,8,13,3,8,8,16,42,22,8,9,20,7,20,6,2,7,8,7,11,21,20,18,8,20,0,0,0,4,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
SNC,com,0,0,0,0,0,0,0,8,0,0,0,0,7,7,0,23,0,0,9,4,0,0,0,8,0,0,0,10,5,0,1,10,0,21,3,0,10,0,0,10,0,0,5,0,0,0,7,0,0,0,0,13,7,0,0,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SOFIA,org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,12,0,0,0,12,0,0,0,0,9,5,0,0,0,0,0,0,27,0,0,1,28,1,0,2,7,1,0,0,0,1,0,5,10,3,0,0,1,18,0,18,0,3,15,19,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPAC,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,7,10,76,36,25,25,33,36,27,14,21,56,27,18,16,12,15,2,0,7,10,14,2,5,13,18,7,10,6,1,0,0
SPACs,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,3,7,38,24,7,4,3,15,8,7,3,34,9,11,2,8,1,1,1,1,4,4,0,3,2,0,3,0,0,3,0,0
SSA,org,5,0,7,4,2,0,0,0,10,2,0,0,3,0,6,16,21,0,5,2,7,0,3,8,0,0,0,1,4,1,1,0,23,6,14,0,0,0,0,1,2,11,2,1,0,9,3,7,5,0,2,0,4,6,4,0,8,11,5,2,3,7,6,4,10,26,0,3,8,6,7,12,15,5,0,8,0,13,0,1
SSC,org,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,21,0,2,2,6,1,0,0,5,2,10,2,2,1,4,8,0,3,5,0,2,6,1,0,8,1,0,0,0
SSL,com,0,27,25,18,0,29,9,8,17,3,8,0,5,13,15,3,6,16,18,21,39,12,8,14,25,36,10,3,4,1,0,2,3,4,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SSO,term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,2,2,3,4,0,0,2,8,0,0,2,4,3,0,0,1,0,3,0,3,4,4,2,1,0,3,0,1,0,0,1,0,0,1,4,4,3,0,4,0,0,3,1,3,3,0,0,5,3,3,4,1,1,1,8,0
SSTL,com,0,0,1,0,0,19,3,11,0,2,18,0,3,0,0,2,4,5,0,4,7,0,2,2,3,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,3,7,6,1,1,10,0,0,1,1,0,0,7,0,2,0,2,0,0,0,0,0,1,0,0,0
STM,org,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,7,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,7,0,0,0,0,4,0,16,4,5,17,8,26,0,2,2,3,6,7,3,0,9,5,13,1,16,3,1,15,24,0,0,7,0,11,4,4,0,0,5,0,0,0,0
San Francisco,loc,2,1,2,1,3,3,2,1,1,2,6,2,1,0,2,0,3,0,2,3,2,2,0,2,0,2,0,2,0,1,3,1,1,3,6,1,2,2,2,3,1,2,0,1,0,2,0,2,0,0,2,2,0,1,1,1,3,0,0,2,0,2,1,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0
Satellogic,com,0,0,0,0,0,8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,10,1,2,0,0,0,0,0,9,1,1,5,2,0,0,0,0,0,0,1,1,3,8,0,7,1,19,0,0,1,20,2,2,13,0,11,25,9,0,16,11,0,4,3,4,4,0,0,16,1,5,1,0,0,0,0
Saturn,loc,0,0,2,13,1,3,5,0,21,0,2,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,13,3,0,13,0,0,32,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,7,0,1,0,0,0,0,1,2,1,0,1,0,1,1,9,0,0,0,1,0,0,0,0
Scotland,loc,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,1,0,0,14,5,2,0,0,1,0,0,0,0,0,2,1,0,0,1,4,1,1,1,0,0,0,3,1,0,0,4,1,2,0,3,2,0,0,1,0,0,1,0,1,1,1,0,1,4,4,3,2,0,1,6,7,6,2,0,0,1,3,0,0,1
Secure World Foundation,org,0,2,1,0,0,0,2,1,2,0,3,0,1,1,3,3,3,1,3,1,1,0,4,2,1,0,1,8,0,3,1,0,2,1,3,1,4,1,1,5,0,0,0,0,0,0,0,8,2,1,1,2,4,1,0,0,0,1,2,0,5,2,1,8,3,8,0,2,2,1,0,2,1,1,0,3,1,2,12,0
Securities and Exchange Commission,org,0,3,2,5,0,3,2,2,1,0,1,0,0,4,2,3,2,0,1,0,1,1,0,0,0,1,1,2,2,1,2,0,1,2,1,2,0,2,5,1,1,1,0,3,0,0,1,0,4,4,1,6,3,0,4,6,1,0,0,4,2,0,2,1,1,2,1,0,1,1,0,3,1,3,3,4,2,1,4,0
Senate,org,15,16,14,12,25,15,43,1,17,11,14,17,26,5,45,33,12,39,34,17,15,11,8,25,34,13,24,10,19,28,47,32,32,17,23,35,7,11,17,0,5,17,18,18,19,5,34,43,8,14,16,30,14,16,12,7,9,17,5,13,10,5,11,4,9,3,12,3,4,1,1,10,0,2,2,1,4,1,11,0
Senate Armed Services Committee,org,4,0,1,2,1,8,2,0,0,2,1,0,6,0,1,1,2,3,0,3,1,2,1,0,0,0,1,15,11,9,10,6,4,2,1,2,0,0,6,2,4,10,5,2,0,0,0,4,2,2,1,2,1,0,2,1,2,1,0,1,1,2,1,1,4,4,1,0,2,2,0,0,0,0,0,1,0,1,17,0
Senate Commerce Committee,org,8,3,1,3,7,2,0,0,2,3,5,1,6,5,5,2,2,1,2,3,2,1,4,3,3,1,7,1,2,3,6,1,1,3,3,4,2,10,2,0,1,0,1,1,0,4,7,5,0,0,4,8,5,3,0,1,2,1,0,1,0,1,0,1,4,0,1,0,0,0,1,0,0,6,0,0,1,0,1,0
Shanahan,com,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,2,2,13,11,3,10,13,1,8,22,6,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Space,com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,1,3,1,7,18,4,0,12,10,19,7,22,8,3,5,14,6,0,1,2,3,7,0,15,12,0
Silicon Valley,loc,0,2,0,3,2,3,1,6,0,0,0,5,1,4,7,9,3,2,5,5,8,4,1,5,6,1,1,3,3,4,1,2,2,5,1,1,4,1,1,4,2,2,5,3,4,1,2,3,1,5,0,7,1,3,4,2,1,3,3,0,0,4,3,0,0,0,3,1,1,3,1,1,1,2,0,2,1,2,0,0
Smith,com,0,0,1,2,0,1,0,0,0,1,1,3,0,1,1,5,2,2,6,0,2,0,2,5,2,0,2,6,1,18,1,2,2,4,2,0,0,1,1,4,1,2,0,0,0,2,1,1,0,0,2,0,0,3,4,2,1,0,0,0,0,1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0
SoftBank,com,0,8,2,0,0,16,2,0,1,1,0,1,0,6,20,1,1,0,1,0,1,0,0,0,0,0,5,0,0,0,3,0,18,0,5,0,2,0,0,12,0,0,2,1,0,2,1,0,5,0,1,1,9,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
South Korea,loc,0,2,2,0,3,2,0,3,1,2,0,1,1,1,2,3,2,2,4,0,1,3,0,2,0,1,0,1,6,0,1,0,1,3,0,0,1,1,2,0,0,1,8,0,0,0,0,1,4,7,22,4,34,9,2,29,14,28,15,13,7,2,12,34,24,23,1,13,9,8,11,6,2,8,7,12,17,3,21,1
Soviet Union,loc,2,0,2,0,0,2,3,2,2,5,0,3,0,0,0,1,0,1,0,0,2,0,1,5,2,0,2,3,1,3,5,3,6,0,2,0,1,2,0,0,0,1,1,0,1,1,0,3,0,1,4,2,0,0,1,3,0,0,2,0,1,0,2,4,1,1,2,3,1,0,2,1,2,1,1,1,1,0,10,0
